»’∆⁄,÷ ¡øµ»º∂,AQI÷∏ ˝,µ±ÃÏAQI≈≈√˚,PM2.5,PM10,So2,No2,Co,O3
2015-01-07,¡º,58,79,41,54,23,27,0.95,24
2015-01-08,¡º,76,126,55,80,34,35,1.06,28
2015-01-09,¡º,91,136,67,105,38,49,1.14,27
2015-01-10,«·∂»Œ€»æ,119,194,89,139,40,59,1.67,18
2015-01-11,«·∂»Œ€»æ,125,226,93,145,34,46,1.48,27
2015-01-12,«·∂»Œ€»æ,107,228,80,106,38,48,1.53,20
2015-01-13,¡º,74,157,53,62,9,36,1.06,13
2015-01-14,¡º,63,116,44,54,13,32,0.87,19
2015-01-15,¡º,51,41,33,52,14,33,0.91,20
2015-01-16,¡º,87,145,63,84,24,40,1.16,24
2015-01-17,«·∂»Œ€»æ,120,233,90,116,27,34,1.17,43
2015-01-18,«·∂»Œ€»æ,131,267,99,139,38,49,1.44,29
2015-01-19,«·∂»Œ€»æ,107,242,80,123,31,49,1.32,36
2015-01-20,«·∂»Œ€»æ,105,214,78,129,45,61,1.23,18
2015-01-21,«·∂»Œ€»æ,120,220,88,153,40,45,1.20,30
2015-01-22,¡º,90,142,62,114,25,37,1.04,40
2015-01-23,¡º,99,107,70,143,35,61,1.19,24
2015-01-24,«·∂»Œ€»æ,111,154,79,163,29,58,1.28,21
2015-01-25,«·∂»Œ€»æ,126,177,93,149,23,50,1.39,13
2015-01-26,÷ÿ∂»Œ€»æ,202,282,154,197,20,45,1.87,12
2015-01-27,¡º,83,187,61,85,9,34,1.62,9
2015-01-28,”≈,22,5,14,19,6,22,0.63,10
2015-01-29,”≈,16,3,9,13,6,21,0.60,8
2015-01-30,”≈,47,74,32,43,11,22,0.66,14
2015-01-31,«·∂»Œ€»æ,102,291,76,98,23,29,0.93,22
2015-02-01,¡º,63,117,45,59,16,34,0.97,10
2015-02-02,¡º,60,60,42,53,8,31,0.90,8
2015-02-03,¡º,62,64,44,58,12,26,0.90,13
2015-02-04,¡º,93,172,68,100,14,30,1.04,25
2015-02-05,«·∂»Œ€»æ,114,266,83,122,28,31,0.96,45
2015-02-06,¡º,72,83,45,87,23,39,0.80,36
2015-02-07,«·∂»Œ€»æ,107,219,76,153,21,60,1.13,20
2015-02-08,«·∂»Œ€»æ,105,280,75,124,26,31,0.91,38
2015-02-09,”≈,50,37,25,51,17,25,0.66,36
2015-02-10,¡º,65,73,39,78,30,42,0.84,27
2015-02-11,¡º,91,138,64,125,23,44,1.02,34
2015-02-12,«·∂»Œ€»æ,118,208,88,164,23,53,1.50,38
2015-02-13,«·∂»Œ€»æ,135,262,102,168,23,56,1.61,37
2015-02-14,¡º,96,132,70,113,14,40,1.13,31
2015-02-15,¡º,72,92,51,73,7,22,0.94,38
2015-02-16,¡º,93,156,68,107,17,20,0.98,59
2015-02-17,«·∂»Œ€»æ,111,235,83,121,19,29,1.28,62
2015-02-18,«·∂»Œ€»æ,105,244,78,119,16,20,1.12,54
2015-02-19,¡º,95,157,70,110,19,18,0.85,50
2015-02-20,”≈,41,50,28,33,2,18,0.89,22
2015-02-21,”≈,24,2,12,22,3,15,0.83,17
2015-02-22,¡º,54,90,38,49,9,15,0.94,40
2015-02-23,¡º,67,148,47,57,7,17,1.14,36
2015-02-24,¡º,60,120,42,56,12,20,1.31,27
2015-02-25,”≈,36,42,21,31,4,17,1.22,22
2015-02-26,”≈,26,16,15,21,4,23,1.19,16
2015-02-27,”≈,20,8,8,14,3,15,0.73,29
2015-02-28,”≈,17,4,9,11,3,15,0.62,28
2015-03-01,”≈,33,44,21,30,7,13,0.52,44
2015-03-02,”≈,40,28,27,38,7,28,0.68,25
2015-03-03,”≈,43,41,26,45,5,26,0.78,22
2015-03-04,¡º,69,258,42,84,12,23,0.71,35
2015-03-05,”≈,36,49,23,32,3,20,0.78,24
2015-03-06,”≈,40,60,27,37,8,20,0.59,26
2015-03-07,¡º,51,91,34,50,16,26,0.82,18
2015-03-08,”≈,44,59,29,42,10,31,1.04,6
2015-03-09,”≈,50,86,33,50,8,22,0.83,28
2015-03-10,¡º,70,217,48,76,12,23,0.68,37
2015-03-11,¡º,56,109,33,62,17,37,0.75,22
2015-03-12,¡º,75,169,50,97,31,34,0.90,46
2015-03-13,¡º,83,189,54,106,29,43,1.21,24
2015-03-14,”≈,44,21,29,42,5,28,0.90,23
2015-03-15,¡º,77,125,55,70,10,35,1.49,9
2015-03-16,¡º,70,121,49,70,17,38,1.49,10
2015-03-17,¡º,79,199,52,101,22,37,1.70,20
2015-03-18,”≈,34,32,20,35,13,22,1.23,11
2015-03-19,”≈,25,4,14,22,10,21,0.96,19
2015-03-20,”≈,33,11,21,31,8,21,1.01,26
2015-03-21,”≈,36,7,18,36,9,23,1.04,25
2015-03-22,”≈,50,30,26,52,15,26,1.19,32
2015-03-23,¡º,56,85,35,59,11,27,0.93,42
2015-03-24,¡º,67,189,32,82,20,30,0.81,37
2015-03-25,¡º,58,128,23,64,19,28,0.75,46
2015-03-26,¡º,56,118,25,62,20,34,0.79,31
2015-03-27,¡º,54,93,33,56,15,25,0.76,49
2015-03-28,¡º,76,155,48,98,32,37,0.93,36
2015-03-29,¡º,73,128,47,90,17,35,1.10,26
2015-03-30,”≈,47,45,29,53,16,29,1.12,30
2015-03-31,¡º,68,161,40,82,24,29,1.29,32
2015-04-01,¡º,56,129,23,60,16,22,0.84,39
2015-04-02,¡º,54,135,19,59,14,18,0.80,42
2015-04-03,”≈,37,29,20,35,10,21,1.20,32
2015-04-04,”≈,39,29,23,39,8,24,1.05,38
2015-04-05,”≈,41,56,25,42,11,22,1.31,24
2015-04-06,”≈,26,7,14,21,7,16,0.86,47
2015-04-07,”≈,23,2,11,18,5,16,0.61,39
2015-04-08,”≈,29,18,15,27,8,15,0.53,41
2015-04-09,”≈,41,47,23,40,13,30,0.67,23
2015-04-10,”≈,49,77,26,52,13,29,0.79,38
2015-04-11,¡º,71,174,45,87,19,35,0.92,56
2015-04-12,¡º,78,247,39,104,14,34,0.75,63
2015-04-13,¡º,56,89,15,62,8,15,0.48,63
2015-04-14,¡º,65,110,25,77,30,25,0.60,70
2015-04-15,¡º,90,196,50,127,41,63,0.99,24
2015-04-16,¡º,93,177,65,130,47,46,1.13,54
2015-04-17,¡º,87,145,57,122,31,43,1.08,57
2015-04-18,¡º,70,131,37,87,23,35,0.83,51
2015-04-19,”≈,50,93,32,49,11,26,1.06,21
2015-04-20,”≈,29,4,11,22,8,16,0.77,52
2015-04-21,¡º,51,96,27,53,20,27,0.66,58
2015-04-22,¡º,68,174,36,81,18,52,0.91,46
2015-04-23,¡º,87,245,51,122,35,64,1.01,59
2015-04-24,¡º,74,161,52,79,15,32,1.00,52
2015-04-25,¡º,59,61,33,61,17,36,0.92,63
2015-04-26,¡º,81,161,47,110,26,45,1.14,60
2015-04-27,¡º,88,234,58,123,35,41,1.14,34
2015-04-28,¡º,64,120,36,76,26,22,0.95,65
2015-04-29,¡º,71,159,36,89,36,26,1.03,78
2015-04-30,¡º,76,152,36,89,35,32,0.97,109
2015-05-01,¡º,73,190,43,93,23,28,1.11,73
2015-05-02,”≈,40,50,10,26,20,16,0.88,67
2015-05-03,¡º,61,146,25,46,23,20,0.95,102
2015-05-04,¡º,67,185,45,72,24,23,1.17,89
2015-05-05,¡º,71,158,44,76,21,19,1.01,101
2015-05-06,¡º,64,110,41,68,19,24,1.16,78
2015-05-07,¡º,71,132,45,84,27,28,1.25,73
2015-05-08,”≈,43,54,28,43,9,24,0.99,55
2015-05-09,¡º,64,204,40,67,28,25,1.11,77
2015-05-10,¡º,77,264,50,92,28,28,1.15,80
2015-05-11,”≈,48,124,15,40,25,20,0.74,73
2015-05-12,¡º,73,250,31,93,38,30,0.74,65
2015-05-13,¡º,81,239,43,111,63,42,0.98,64
2015-05-14,”≈,46,61,23,44,16,33,1.16,46
2015-05-15,”≈,42,70,20,38,33,30,1.10,43
2015-05-16,”≈,49,90,28,42,21,21,1.07,70
2015-05-17,¡º,55,106,24,45,29,23,1.06,71
2015-05-18,¡º,67,157,45,84,44,35,1.29,42
2015-05-19,¡º,68,183,42,74,22,31,1.32,66
2015-05-20,¡º,90,303,64,106,32,27,1.38,102
2015-05-21,¡º,89,331,43,85,26,24,1.03,143
2015-05-22,¡º,69,188,24,56,25,23,0.86,112
2015-05-23,«·∂»Œ€»æ,111,315,79,128,39,34,1.20,117
2015-05-24,÷–∂»Œ€»æ,152,352,112,159,42,34,1.31,139
2015-05-25,÷–∂»Œ€»æ,164,355,121,199,45,43,1.39,118
2015-05-26,÷–∂»Œ€»æ,158,342,116,178,47,30,1.41,118
2015-05-27,¡º,60,139,27,64,38,29,1.08,63
2015-05-28,¡º,67,184,34,77,31,25,1.11,68
2015-05-29,¡º,100,322,70,101,24,24,1.48,82
2015-05-30,”≈,48,97,16,33,21,18,1.01,81
2015-05-31,¡º,67,172,39,68,25,24,1.07,99
2015-06-01,¡º,83,221,52,108,37,37,1.23,70
2015-06-02,¡º,54,154,22,57,28,29,0.92,51
2015-06-03,”≈,50,163,17,25,18,19,0.96,89
2015-06-04,”≈,47,131,14,23,23,23,0.80,71
2015-06-05,¡º,64,207,36,68,25,27,0.94,93
2015-06-06,¡º,87,265,53,107,33,43,1.03,85
2015-06-07,¡º,65,226,41,76,21,31,1.04,55
2015-06-08,”≈,32,34,14,22,20,35,0.88,49
2015-06-09,”≈,46,110,22,35,26,35,0.92,58
2015-06-10,¡º,58,164,32,57,40,32,1.23,46
2015-06-11,¡º,60,181,31,59,37,27,1.08,57
2015-06-12,¡º,69,229,30,80,41,22,0.92,77
2015-06-13,”≈,43,87,14,36,25,23,0.71,67
2015-06-14,”≈,35,50,14,26,15,24,0.97,47
2015-06-15,”≈,50,122,23,49,30,22,0.90,60
2015-06-16,¡º,55,146,23,57,33,23,0.94,57
2015-06-17,¡º,59,187,24,61,40,21,0.89,71
2015-06-18,¡º,55,183,18,28,20,20,1.23,99
2015-06-19,”≈,49,130,29,50,22,22,1.32,73
2015-06-20,¡º,54,153,29,55,31,25,1.44,62
2015-06-21,¡º,51,122,23,39,19,18,1.14,86
2015-06-22,”≈,37,58,9,15,13,19,1.11,69
2015-06-23,”≈,42,95,13,29,18,17,1.05,73
2015-06-24,”≈,40,124,11,32,29,16,0.76,65
2015-06-25,”≈,43,161,12,40,24,17,0.66,69
2015-06-26,¡º,54,199,16,50,33,19,0.85,85
2015-06-27,¡º,58,236,16,53,32,17,0.85,89
2015-06-28,¡º,65,257,22,62,37,19,0.94,97
2015-06-29,¡º,66,274,22,62,38,19,0.84,97
2015-06-30,¡º,63,289,24,65,35,18,1.03,95
2015-07-01,”≈,38,73,16,29,19,19,1.29,58
2015-07-02,”≈,45,109,20,38,30,17,1.34,64
2015-07-03,”≈,46,140,20,42,23,15,1.23,71
2015-07-04,¡º,60,204,29,49,18,16,0.99,91
2015-07-05,”≈,37,61,8,21,14,16,0.96,68
2015-07-06,”≈,33,26,9,18,13,19,0.85,63
2015-07-07,”≈,43,69,23,39,20,19,0.83,56
2015-07-08,”≈,46,71,26,43,24,18,0.81,71
2015-07-09,”≈,45,80,27,41,18,16,0.95,54
2015-07-10,¡º,54,158,34,53,19,13,0.83,66
2015-07-11,”≈,38,77,14,36,17,13,0.63,52
2015-07-12,¡º,51,117,23,56,21,20,0.75,63
2015-07-13,¡º,88,248,58,120,46,28,1.01,79
2015-07-14,«·∂»Œ€»æ,123,334,88,171,30,32,1.27,80
2015-07-15,«·∂»Œ€»æ,106,332,75,136,30,31,1.29,79
2015-07-16,¡º,66,236,39,78,22,27,1.22,61
2015-07-17,”≈,40,44,20,38,15,22,1.05,48
2015-07-18,¡º,51,131,21,53,21,24,0.95,57
2015-07-19,¡º,67,249,39,81,26,19,0.95,72
2015-07-20,¡º,72,247,47,86,28,15,1.09,80
2015-07-21,”≈,50,116,22,51,6,17,0.93,63
2015-07-22,¡º,60,202,30,68,23,23,1.04,53
2015-07-23,”≈,47,159,18,47,29,17,0.92,56
2015-07-24,”≈,34,68,10,31,23,15,0.79,48
2015-07-25,”≈,30,28,9,24,20,18,0.76,44
2015-07-26,”≈,36,52,10,31,26,17,0.75,54
2015-07-27,”≈,43,86,11,41,26,18,0.70,49
2015-07-28,¡º,55,183,16,61,27,20,0.72,53
2015-07-29,¡º,64,251,22,77,39,19,0.78,61
2015-07-30,”≈,48,158,12,50,25,16,0.76,50
2015-07-31,¡º,57,252,15,63,28,19,0.69,56
2015-08-01,¡º,68,271,25,82,41,24,0.73,65
2015-08-02,¡º,78,319,30,104,40,27,0.77,67
2015-08-03,¡º,72,319,25,90,39,24,0.70,67
2015-08-04,¡º,78,332,30,104,50,25,0.83,65
2015-08-05,¡º,85,313,36,118,44,30,0.82,72
2015-08-06,¡º,80,330,32,109,22,35,0.92,57
2015-08-07,¡º,66,252,27,76,20,20,0.88,76
2015-08-08,”≈,48,174,13,46,22,11,0.73,66
2015-08-09,”≈,26,30,8,19,12,8,0.69,41
2015-08-10,”≈,26,38,9,20,15,16,0.82,41
2015-08-11,”≈,29,32,10,25,21,17,0.79,45
2015-08-12,”≈,43,88,17,42,22,15,0.80,60
2015-08-13,¡º,61,164,30,71,17,23,0.88,60
2015-08-14,”≈,48,122,20,47,25,18,0.81,67
2015-08-15,”≈,42,111,14,38,22,16,0.79,57
2015-08-16,”≈,49,132,20,49,20,14,0.82,70
2015-08-17,¡º,67,188,33,83,30,23,1.00,67
2015-08-18,¡º,59,163,27,68,21,21,0.86,48
2015-08-19,¡º,58,213,26,66,20,18,0.74,60
2015-08-20,”≈,37,51,10,31,23,14,0.69,63
2015-08-21,”≈,49,121,20,49,20,14,0.69,72
2015-08-22,¡º,60,180,30,64,24,14,0.91,87
2015-08-23,¡º,56,153,22,53,23,14,0.80,89
2015-08-24,¡º,62,208,31,70,20,16,0.73,102
2015-08-25,¡º,55,152,22,58,23,17,0.67,80
2015-08-26,¡º,79,256,49,105,27,27,0.99,88
2015-08-27,«·∂»Œ€»æ,102,321,68,149,31,40,1.03,65
2015-08-28,¡º,76,246,53,95,33,27,1.02,72
2015-08-29,¡º,67,220,41,83,32,25,0.89,79
2015-08-30,¡º,80,277,55,99,32,23,0.92,93
2015-08-31,¡º,81,296,57,97,30,23,1.00,102
2015-09-01,¡º,82,309,52,102,29,28,1.06,96
2015-09-02,¡º,77,296,51,94,27,20,1.06,99
2015-09-03,¡º,54,190,32,56,23,15,0.84,69
2015-09-04,”≈,39,107,11,35,27,15,0.63,48
2015-09-05,”≈,43,133,16,45,29,22,0.70,36
2015-09-06,”≈,45,139,22,43,18,15,0.74,75
2015-09-07,¡º,62,244,33,62,28,14,0.73,98
2015-09-08,¡º,53,146,21,50,26,15,0.63,86
2015-09-09,¡º,58,208,26,56,28,17,0.68,91
2015-09-10,¡º,67,266,31,63,32,20,0.70,114
2015-09-11,¡º,68,276,39,75,31,20,0.69,102
2015-09-12,¡º,54,200,31,56,21,15,0.57,67
2015-09-13,¡º,52,138,24,55,21,20,0.51,68
2015-09-14,¡º,57,133,30,64,26,22,0.62,54
2015-09-15,”≈,41,43,16,39,15,17,0.62,59
2015-09-16,¡º,52,102,24,52,26,20,0.62,73
2015-09-17,¡º,52,90,23,54,23,21,0.55,67
2015-09-18,¡º,67,177,39,81,32,23,0.65,75
2015-09-19,”≈,42,90,21,32,30,12,0.53,72
2015-09-20,¡º,69,228,49,80,8,24,0.69,81
2015-09-21,¡º,54,137,29,58,19,21,0.69,55
2015-09-22,¡º,62,226,35,72,28,23,0.85,54
2015-09-23,¡º,54,202,33,54,18,26,0.78,52
2015-09-24,¡º,57,215,27,63,23,27,0.89,52
2015-09-25,”≈,42,106,19,33,20,17,0.78,64
2015-09-26,¡º,56,185,34,61,22,20,0.78,55
2015-09-27,¡º,59,183,36,65,29,19,0.72,82
2015-09-28,¡º,79,303,55,88,34,18,0.81,94
2015-09-29,¡º,67,276,41,79,17,13,0.71,63
2015-09-30,”≈,17,1,7,12,16,19,0.68,25
2015-10-01,”≈,42,90,14,40,20,16,0.57,62
2015-10-02,¡º,74,224,29,97,23,25,0.49,62
2015-10-03,¡º,71,195,34,90,28,29,0.62,60
2015-10-04,¡º,73,210,48,88,35,20,0.82,74
2015-10-05,”≈,46,119,31,41,15,18,0.65,59
2015-10-06,”≈,35,43,23,31,17,22,0.80,18
2015-10-07,”≈,28,18,14,23,19,20,0.78,25
2015-10-08,”≈,29,21,13,24,14,16,0.66,53
2015-10-09,”≈,47,113,26,48,20,25,0.55,53
2015-10-10,¡º,75,295,43,98,36,44,0.60,30
2015-10-11,¡º,76,272,44,98,31,39,0.53,59
2015-10-12,¡º,92,290,51,131,31,53,0.68,52
2015-10-13,¡º,73,170,40,94,28,39,0.66,70
2015-10-14,¡º,90,182,61,126,44,55,0.80,55
2015-10-15,«·∂»Œ€»æ,108,237,77,156,32,55,0.89,49
2015-10-16,«·∂»Œ€»æ,108,219,79,149,32,48,0.82,63
2015-10-17,«·∂»Œ€»æ,121,275,91,144,34,34,0.81,98
2015-10-18,¡º,97,264,69,104,30,27,0.66,86
2015-10-19,¡º,69,116,47,81,32,27,0.58,81
2015-10-20,¡º,73,127,49,80,26,26,0.58,75
2015-10-21,¡º,74,162,52,87,30,26,0.64,83
2015-10-22,¡º,82,194,60,91,29,23,0.66,80
2015-10-23,«·∂»Œ€»æ,102,245,76,110,23,29,0.74,73
2015-10-24,«·∂»Œ€»æ,131,317,99,135,34,31,0.83,73
2015-10-25,«·∂»Œ€»æ,127,333,96,150,43,29,0.88,69
2015-10-26,«·∂»Œ€»æ,132,336,97,167,33,26,0.89,74
2015-10-27,¡º,62,208,29,74,26,18,0.75,51
2015-10-28,¡º,64,178,31,75,47,29,0.70,43
2015-10-29,”≈,50,136,34,54,20,27,0.69,25
2015-10-30,¡º,69,264,49,64,22,28,0.78,32
2015-10-31,”≈,42,102,27,39,20,27,0.56,30
2015-11-01,”≈,48,128,25,48,28,30,0.57,38
2015-11-02,¡º,64,133,43,74,33,39,0.77,45
2015-11-03,¡º,74,145,51,86,31,33,0.79,47
2015-11-04,«·∂»Œ€»æ,101,229,75,117,26,32,0.77,49
2015-11-05,¡º,80,195,56,87,14,29,0.77,42
2015-11-06,¡º,96,314,69,121,34,36,0.94,38
2015-11-07,¡º,59,243,41,58,9,25,0.98,39
2015-11-08,”≈,25,10,11,18,18,22,0.78,22
2015-11-09,”≈,45,81,30,39,26,19,0.86,53
2015-11-10,”≈,40,49,23,35,20,20,0.95,53
2015-11-11,¡º,53,107,36,45,21,25,0.86,47
2015-11-12,”≈,24,31,13,19,18,27,0.80,23
2015-11-13,”≈,31,49,11,22,20,28,0.89,25
2015-11-14,”≈,42,69,23,37,24,31,1.02,33
2015-11-15,¡º,53,111,28,50,34,37,1.20,39
2015-11-16,”≈,37,53,20,26,18,31,1.05,30
2015-11-17,”≈,28,39,14,17,24,24,1.12,39
2015-11-18,”≈,21,3,10,18,7,25,1.08,24
2015-11-19,”≈,35,41,19,35,17,32,1.20,19
2015-11-20,”≈,37,35,17,27,12,36,1.01,30
2015-11-21,”≈,49,110,30,43,20,33,1.06,23
2015-11-22,¡º,56,243,36,60,30,39,1.22,17
2015-11-23,”≈,44,159,26,41,26,32,1.07,30
2015-11-24,”≈,24,32,7,14,25,20,0.66,24
2015-11-25,”≈,23,18,10,20,6,20,0.72,24
2015-11-26,”≈,44,115,24,42,24,20,0.62,54
2015-11-27,”≈,45,69,20,42,31,21,0.59,60
2015-11-28,¡º,56,77,29,60,27,40,0.71,31
2015-11-29,¡º,57,76,32,63,28,35,0.73,19
2015-11-30,¡º,91,200,63,108,23,31,0.90,32
2015-12-01,«·∂»Œ€»æ,109,243,80,147,35,39,0.90,30
2015-12-02,¡º,72,175,49,66,24,28,0.86,41
2015-12-03,¡º,82,283,45,108,39,40,0.91,36
2015-12-04,¡º,67,233,35,83,38,36,0.67,35
2015-12-05,”≈,32,42,20,28,6,25,0.62,49
2015-12-06,”≈,38,92,19,34,9,26,0.58,40
2015-12-07,”≈,49,89,23,53,9,38,0.80,19
2015-12-08,¡º,51,80,30,55,10,33,0.77,27
2015-12-09,¡º,76,167,55,76,20,45,1.01,19
2015-12-10,”≈,49,87,33,50,13,28,0.93,20
2015-12-11,÷–∂»Œ€»æ,160,308,122,158,19,36,1.19,27
2015-12-12,÷ÿ∂»Œ€»æ,210,352,165,215,25,46,1.64,15
2015-12-13,¡º,72,169,52,66,12,32,0.87,36
2015-12-14,«·∂»Œ€»æ,132,251,99,130,22,35,1.00,34
2015-12-15,«·∂»Œ€»æ,115,278,82,117,29,31,0.96,45
2015-12-16,¡º,53,174,18,56,17,19,0.54,52
2015-12-17,”≈,50,118,22,52,18,26,0.57,39
2015-12-18,¡º,61,126,37,68,23,37,0.68,30
2015-12-19,¡º,99,230,73,109,36,57,0.93,11
2015-12-20,«·∂»Œ€»æ,102,190,76,93,12,50,0.93,11
2015-12-21,«·∂»Œ€»æ,107,164,80,102,15,43,1.06,25
2015-12-22,«·∂»Œ€»æ,114,169,85,111,13,43,1.19,11
2015-12-23,÷–∂»Œ€»æ,161,216,122,150,16,43,1.35,28
2015-12-24,¡º,80,156,58,66,8,29,1.35,25
2015-12-25,¡º,75,153,54,76,19,37,1.42,35
2015-12-26,¡º,98,207,72,119,41,47,1.58,14
2015-12-27,«·∂»Œ€»æ,130,315,97,134,24,40,1.39,39
2015-12-28,«·∂»Œ€»æ,102,215,76,100,12,28,0.88,49
2015-12-29,¡º,92,161,67,99,14,33,0.80,43
2015-12-30,«·∂»Œ€»æ,121,193,90,146,19,50,0.96,31
2015-12-31,«·∂»Œ€»æ,139,217,105,150,27,45,1.07,54
2016-01-01,«·∂»Œ€»æ,145,247,110,170,36,60,1.19,34
2016-01-02,÷–∂»Œ€»æ,197,294,146,259,86,79,1.56,15
2016-01-03,÷–∂»Œ€»æ,180,265,136,219,41,66,1.81,24
2016-01-04,¡º,89,160,66,92,17,43,1.18,33
2016-01-05,¡º,73,193,53,65,9,36,1.46,35
2016-01-06,¡º,61,136,43,56,7,30,1.09,30
2016-01-07,¡º,77,194,56,70,10,34,1.07,27
2016-01-08,¡º,96,237,71,89,10,28,1.05,45
2016-01-09,¡º,76,148,55,68,12,31,1.09,27
2016-01-10,¡º,94,200,69,83,11,45,1.27,16
2016-01-11,¡º,88,255,64,73,12,34,1.18,36
2016-01-12,¡º,56,153,37,49,8,23,0.93,40
2016-01-13,¡º,57,121,38,57,10,29,0.89,27
2016-01-14,¡º,85,183,62,83,16,35,1.04,34
2016-01-15,¡º,81,152,58,87,15,44,1.04,35
2016-01-16,¡º,60,96,40,68,10,39,0.99,19
2016-01-17,¡º,57,118,39,63,6,32,0.93,39
2016-01-18,«·∂»Œ€»æ,124,278,92,138,11,42,1.14,36
2016-01-19,÷–∂»Œ€»æ,165,334,125,161,21,36,1.00,55
2016-01-20,¡º,100,259,74,95,18,41,0.96,27
2016-01-21,¡º,54,144,37,42,8,31,0.61,23
2016-01-22,”≈,34,63,23,27,7,27,0.62,29
2016-01-23,¡º,69,253,48,63,11,20,0.66,58
2016-01-24,¡º,67,258,16,82,9,16,0.37,58
2016-01-25,¡º,76,273,25,100,14,35,0.55,47
2016-01-26,¡º,81,238,43,110,19,51,0.77,36
2016-01-27,¡º,76,154,45,100,23,49,0.76,24
2016-01-28,”≈,33,26,19,30,3,31,0.75,21
2016-01-29,”≈,39,66,25,36,4,28,0.83,29
2016-01-30,”≈,46,81,31,42,6,25,0.85,39
2016-01-31,¡º,57,149,40,53,9,29,0.94,29
2016-02-01,¡º,94,241,69,82,15,24,0.95,61
2016-02-02,«·∂»Œ€»æ,112,242,84,107,20,29,0.98,79
2016-02-03,¡º,90,154,66,92,16,34,0.99,70
2016-02-04,¡º,89,200,65,90,16,37,1.07,53
2016-02-05,«·∂»Œ€»æ,104,252,77,105,17,32,0.98,80
2016-02-06,¡º,89,278,58,106,20,24,0.74,87
2016-02-07,«·∂»Œ€»æ,143,338,114,169,29,33,0.87,73
2016-02-08,—œ÷ÿŒ€»æ,280,346,265,302,60,31,1.02,75
2016-02-09,¡º,98,234,69,107,15,34,1.03,75
2016-02-10,¡º,90,232,60,102,12,39,1.18,67
2016-02-11,¡º,59,135,33,68,10,26,0.97,53
2016-02-12,¡º,63,131,35,73,10,28,0.99,49
2016-02-13,”≈,44,122,22,38,6,14,1.15,72
2016-02-14,”≈,38,129,17,27,4,10,0.64,72
2016-02-15,¡º,52,269,28,43,9,13,0.46,68
2016-02-16,”≈,44,110,20,43,11,28,0.57,67
2016-02-17,¡º,64,211,36,73,14,45,0.74,65
2016-02-18,¡º,75,185,48,96,16,55,0.93,61
2016-02-19,¡º,69,120,46,82,19,45,0.80,61
2016-02-20,«·∂»Œ€»æ,112,286,65,171,26,35,0.76,68
2016-02-21,«·∂»Œ€»æ,119,315,70,185,16,47,0.91,38
2016-02-22,¡º,60,91,42,63,5,23,0.93,48
2016-02-23,¡º,73,188,51,80,8,21,0.86,60
2016-02-24,«·∂»Œ€»æ,111,313,83,134,13,27,0.93,74
2016-02-25,«·∂»Œ€»æ,134,316,101,159,15,41,1.07,62
2016-02-26,¡º,77,202,45,98,30,42,0.83,44
2016-02-27,¡º,61,126,30,72,20,35,0.93,34
2016-02-28,¡º,81,201,39,109,33,47,1.03,48
2016-02-29,«·∂»Œ€»æ,118,326,84,135,21,33,0.96,111
2016-03-01,¡º,93,233,67,125,24,56,1.06,78
2016-03-02,«·∂»Œ€»æ,115,255,78,171,32,65,1.31,61
2016-03-03,÷–∂»Œ€»æ,152,305,113,228,36,71,1.55,71
2016-03-04,«·∂»Œ€»æ,141,247,105,188,26,59,1.33,77
2016-03-05,¡º,98,151,72,115,16,40,0.96,64
2016-03-06,÷–∂»Œ€»æ,172,292,133,202,22,38,1.29,98
2016-03-07,«·∂»Œ€»æ,110,231,82,144,17,51,1.32,54
2016-03-08,¡º,57,171,35,54,13,30,0.93,52
2016-03-09,”≈,41,138,20,28,6,17,0.67,60
2016-03-10,”≈,45,149,29,42,10,20,0.58,73
2016-03-11,¡º,73,235,52,81,19,36,0.78,72
2016-03-12,¡º,98,258,73,127,33,66,1.11,37
2016-03-13,¡º,89,240,65,93,22,39,0.92,44
2016-03-14,«·∂»Œ€»æ,127,327,94,134,23,34,1.06,105
2016-03-15,«·∂»Œ€»æ,139,317,105,149,32,49,1.14,74
2016-03-16,«·∂»Œ€»æ,145,297,110,181,25,75,1.53,29
2016-03-17,«·∂»Œ€»æ,141,267,106,183,25,76,1.78,19
2016-03-18,«·∂»Œ€»æ,112,214,84,129,15,56,1.47,24
2016-03-19,¡º,98,204,72,127,14,45,1.54,55
2016-03-20,«·∂»Œ€»æ,102,247,76,106,16,36,1.48,53
2016-03-21,¡º,52,87,30,49,6,25,0.82,84
2016-03-22,”≈,47,86,29,46,4,24,0.77,53
2016-03-23,¡º,70,263,49,73,14,29,0.86,59
2016-03-24,¡º,54,177,23,55,14,20,0.57,84
2016-03-25,¡º,56,127,24,57,15,30,0.54,73
2016-03-26,¡º,72,196,39,90,23,45,0.73,74
2016-03-27,¡º,82,231,53,89,18,32,0.72,104
2016-03-28,¡º,90,248,54,127,38,55,0.81,73
2016-03-29,«·∂»Œ€»æ,112,328,68,169,71,73,0.99,20
2016-03-30,¡º,87,209,64,95,21,55,0.99,26
2016-03-31,¡º,96,239,71,111,26,38,0.91,57
2016-04-01,«·∂»Œ€»æ,113,289,83,162,21,62,1.35,63
2016-04-02,«·∂»Œ€»æ,125,317,90,187,32,62,1.37,70
2016-04-03,¡º,58,193,40,62,20,29,1.19,55
2016-04-04,”≈,46,78,30,38,14,20,0.81,71
2016-04-05,¡º,71,232,48,84,19,39,1.18,61
2016-04-06,¡º,70,238,43,88,23,40,1.23,51
